날짜,별점,스킨타입,태그,리뷰내용,product_name,product_type,price,raw_text,clean_text,quality_score,length,korean_ratio,special_ratio,quality_grade,flags
2026.01.18,5점,,,피부가 예민한 날도 이건 따갑지 않더라고요. 다른 화장품은 좀 따가울 때가 있어요. 워낙 순한데도 제가 뭔가 트러블이 났을 때는 피해야 되는 제품들 있는데 이건 그렇지 않고 엄청 촉촉하고 여러 번 레이어드해도 무겁지 않고 흡수되는데 느낌도 빠르고 너무 좋아요. 계속 쓰고 싶은 제품이에요,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,피부가 예민한 날도 이건 따갑지 않더라고요. 다른 화장품은 좀 따가울 때가 있어요. 워낙 순한데도 제가 뭔가 트러블이 났을 때는 피해야 되는 제품들 있는데 이건 그렇지 않고 엄청 촉촉하고 여러 번 레이어드해도 무겁지 않고 흡수되는데 느낌도 빠르고 너무 좋아요. 계속 쓰고 싶은 제품이에요,피부가 예민한 날도 이건 따갑지 않더라고요. 다른 화장품은 좀 따가울 때가 있어요. 워낙 순한데도 제가 뭔가 트러블이 났을 때는 피해야 되는 제품들 있는데 이건 그렇지 않고 엄청 촉촉하고 여러 번 레이어드해도 무겁지 않고 흡수되는데 느낌도 빠르고 너무 좋아요. 계속 쓰고 싶은 제품이에요,1.0,160,0.725,0.01875,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.23,5점,"트러블성, 여름쿨톤, 트러블",,"다른거 쓰다가 결국 돌고 돌아 다시 아누아
화잘먹템으로 이만한게 없음요",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"다른거 쓰다가 결국 돌고 돌아 다시 아누아
화잘먹템으로 이만한게 없음요",다른거 쓰다가 결국 돌고 돌아 다시 아누아 화잘먹템으로 이만한게 없음요,1.0,39,0.7692307692307693,0.0,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.19,5점,"복합성, 쿨톤, 미백, 각질",,"샘플 받아보고 제품이 좋아서 바로 구매했어요
수분제품들 많이 써봤는데 다 그냥 그랬는데
아누아는 좋네요 진짜로 속수분 채워주는 느낌!
거기에 유분끼 있는 제품으로 덮어주면 건조해지지 않고
너무 좋아여 주변분들에게 샘플 줬는데 좋다고 다들 구매했어여",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"샘플 받아보고 제품이 좋아서 바로 구매했어요
수분제품들 많이 써봤는데 다 그냥 그랬는데
아누아는 좋네요 진짜로 속수분 채워주는 느낌!
거기에 유분끼 있는 제품으로 덮어주면 건조해지지 않고
너무 좋아여 주변분들에게 샘플 줬는데 좋다고 다들 구매했어여",샘플 받아보고 제품이 좋아서 바로 구매했어요 수분제품들 많이 써봤는데 다 그냥 그랬는데 아누아는 좋네요 진짜로 속수분 채워주는 느낌! 거기에 유분끼 있는 제품으로 덮어주면 건조해지지 않고 너무 좋아여 주변분들에게 샘플 줬는데 좋다고 다들 구매했어여,1.0,138,0.7608695652173914,0.007246376811594203,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.25,5점,"민감성, 쿨톤, 트러블",한달이상사용,리필팩 같이 있는걸로 올영세일때 잘 사서 쓰고 있어요 자극없고 좋아요,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,리필팩 같이 있는걸로 올영세일때 잘 사서 쓰고 있어요 자극없고 좋아요,리필팩 같이 있는걸로 올영세일때 잘 사서 쓰고 있어요 자극없고 좋아요,1.0,38,0.7631578947368421,0.0,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.23,3점,"건성, 여름쿨톤, 잡티, 주름",,물 처럼 좀 많이 흘러 내려서 양 조절 잘 해야 되고 좀 끈적거림 있음!,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,물 처럼 좀 많이 흘러 내려서 양 조절 잘 해야 되고 좀 끈적거림 있음!,물 처럼 좀 많이 흘러 내려서 양 조절 잘 해야 되고 좀 끈적거림 있음!,1.0,40,0.65,0.025,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.18,4점,,한달이상사용,"앰플이 많이 묽습니다 그래서 두어방울 흘리고 흡수시키고 또 얼굴에 두어방울 떨구고 흡수시키고 해야하는 귀찮음이 있어요
이 때문에 한번에 좀 많이 사용하게 되는 것 같습니다
자극감은 없고 흡수는 빠르게 되는데 피부에 약간 끈적거리게 남는게 아쉽습니다 수분감 충전은 빠르게 돼요!",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"앰플이 많이 묽습니다 그래서 두어방울 흘리고 흡수시키고 또 얼굴에 두어방울 떨구고 흡수시키고 해야하는 귀찮음이 있어요
이 때문에 한번에 좀 많이 사용하게 되는 것 같습니다
자극감은 없고 흡수는 빠르게 되는데 피부에 약간 끈적거리게 남는게 아쉽습니다 수분감 충전은 빠르게 돼요!",앰플이 많이 묽습니다 그래서 두어방울 흘리고 흡수시키고 또 얼굴에 두어방울 떨구고 흡수시키고 해야하는 귀찮음이 있어요 이 때문에 한번에 좀 많이 사용하게 되는 것 같습니다 자극감은 없고 흡수는 빠르게 되는데 피부에 약간 끈적거리게 남는게 아쉽습니다 수분감 충전은 빠르게 돼요!,1.0,154,0.7532467532467533,0.006493506493506494,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.20,1점,,한달이상사용,"피부 뒤집어졌어요 처음은 긴가민가했는데 두번째 써보고 요놈이 문제다 싶어서 바로 당근했습니다
극찬하는분들이 많던데... 제가 이상한걸까요",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"피부 뒤집어졌어요 처음은 긴가민가했는데 두번째 써보고 요놈이 문제다 싶어서 바로 당근했습니다
극찬하는분들이 많던데... 제가 이상한걸까요",피부 뒤집어졌어요 처음은 긴가민가했는데 두번째 써보고 요놈이 문제다 싶어서 바로 당근했습니다 극찬하는분들이 많던데 제가 이상한걸까요,1.0,73,0.8082191780821918,0.0,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.18,4점,,"한달이상사용, 재구매",개인적으로 아누아 세럼 기획중에 30미리 크림 주는 기획이 젤 괜찮은 거 같아요,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,개인적으로 아누아 세럼 기획중에 30미리 크림 주는 기획이 젤 괜찮은 거 같아요,개인적으로 아누아 세럼 기획중에 30미리 크림 주는 기획이 젤 괜찮은 거 같아요,1.0,44,0.7045454545454546,0.0,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.22,5점,,,"아누아 세럼 4번 정도 사본것 같은데 한번 빼고는 원가에 샀던 ㅜㅜㅜ 가격이 좀 나가지만 ,, 보습+수분 충전이 되면서~~~!!! 저는 광 생기는 제품을 좋아함 ❤️
아누아 미스트도 좋지만 난 세럼이 좋고 뭐가 안나서 세일 할 때 이제품을 챙깁니다아!! ㅎ힣 ㅎㅎ
이 제품 한번만 사용 한 사람은 없음 .. 세일 할때 사야함 .. 세일 할 때 어서 가십쇼^^
원가 보다 세일 할 때 사는게 더 이득 ~
제품 사용 하고 뭐가 안나고 성분 좋은 것 같음 ~ 아누아 만의 향이 있는 것 같은데 무슨향인지 몰라 ㅜ 호불호는 없음 !",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"아누아 세럼 4번 정도 사본것 같은데 한번 빼고는 원가에 샀던 ㅜㅜㅜ 가격이 좀 나가지만 ,, 보습+수분 충전이 되면서~~~!!! 저는 광 생기는 제품을 좋아함 ❤️
아누아 미스트도 좋지만 난 세럼이 좋고 뭐가 안나서 세일 할 때 이제품을 챙깁니다아!! ㅎ힣 ㅎㅎ
이 제품 한번만 사용 한 사람은 없음 .. 세일 할때 사야함 .. 세일 할 때 어서 가십쇼^^
원가 보다 세일 할 때 사는게 더 이득 ~
제품 사용 하고 뭐가 안나고 성분 좋은 것 같음 ~ 아누아 만의 향이 있는 것 같은데 무슨향인지 몰라 ㅜ 호불호는 없음 !","아누아 세럼 4번 정도 사본것 같은데 한번 빼고는 원가에 샀던 가격이 좀 나가지만 ,, 보습수분 충전이 되면서 저는 광 생기는 제품을 좋아함 아누아 미스트도 좋지만 난 세럼이 좋고 뭐가 안나서 세일 할 때 이제품을 챙깁니다아! 힣 이 제품 한번만 사용 한 사람은 없음 . 세일 할때 사야함 . 세일 할 때 어서 가십쇼 원가 보다 세일 할 때 사는게 더 이득 제품 사용 하고 뭐가 안나고 성분 좋은 것 같음 아누아 만의 향이 있는 것 같은데 무슨향인지 몰라 호불호는 없음 !",1.0,264,0.6704545454545454,0.060714285714285714,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.24,4점,,,그만큼 인기가 많을때 안사고 있다가 요새 날씨에 너무 건조하고 해서 속수분채워줄겸 샀어요 효과가 있어주길 바라고있습니다,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,그만큼 인기가 많을때 안사고 있다가 요새 날씨에 너무 건조하고 해서 속수분채워줄겸 샀어요 효과가 있어주길 바라고있습니다,그만큼 인기가 많을때 안사고 있다가 요새 날씨에 너무 건조하고 해서 속수분채워줄겸 샀어요 효과가 있어주길 바라고있습니다,1.0,66,0.7878787878787878,0.0,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.24,5점,"건성, 겨울쿨톤, 민감성",,"저 정말 아누아 PDRN 세럼 사랑해요… 🥹
1년 꽉꽉 채워서 리필 포함 6통 비웠습니다.
건성피부에 속광을 느끼고싶어서 구매했는데
그때부터 완전 제 스킨케어 루틴에 무조건 들어가는 친구거든요 😻

날씨가 추워진 만큼 주변에 속건조 고민인 분들에게 모두모두 영업했고 지성인 분들도 건성인 제 추천템이라 망설이다 구매하셨는데 지성, 건성 상관 없이 모두가 만족한 제품입니다 !!

이 좋은걸 하루라도 빨리 꼬옥 구매하시길 ••• ♡

/// 사실 제품 상세 페이지에 PDRN 제품이고 탄력,리프팅에 효과가 있다고 적허있긴한데 효과는 잘모르겠어요. 그치만 속건조 잡히고 수분도 꽉 잡아주는 제품이라 평생 쓰게쑵미다 ㅎ",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"저 정말 아누아 PDRN 세럼 사랑해요… 🥹
1년 꽉꽉 채워서 리필 포함 6통 비웠습니다.
건성피부에 속광을 느끼고싶어서 구매했는데
그때부터 완전 제 스킨케어 루틴에 무조건 들어가는 친구거든요 😻

날씨가 추워진 만큼 주변에 속건조 고민인 분들에게 모두모두 영업했고 지성인 분들도 건성인 제 추천템이라 망설이다 구매하셨는데 지성, 건성 상관 없이 모두가 만족한 제품입니다 !!

이 좋은걸 하루라도 빨리 꼬옥 구매하시길 ••• ♡

/// 사실 제품 상세 페이지에 PDRN 제품이고 탄력,리프팅에 효과가 있다고 적허있긴한데 효과는 잘모르겠어요. 그치만 속건조 잡히고 수분도 꽉 잡아주는 제품이라 평생 쓰게쑵미다 ㅎ","저 정말 아누아 PDRN 세럼 사랑해요 1년 꽉꽉 채워서 리필 포함 6통 비웠습니다. 건성피부에 속광을 느끼고싶어서 구매했는데 그때부터 완전 제 스킨케어 루틴에 무조건 들어가는 친구거든요 날씨가 추워진 만큼 주변에 속건조 고민인 분들에게 모두모두 영업했고 지성인 분들도 건성인 제 추천템이라 망설이다 구매하셨는데 지성, 건성 상관 없이 모두가 만족한 제품입니다 ! 이 좋은걸 하루라도 빨리 꼬옥 구매하시길 사실 제품 상세 페이지에 PDRN 제품이고 탄력,리프팅에 효과가 있다고 적허있긴한데 효과는 잘모르겠어요. 그치만 속건조 잡히고 수분도 꽉 잡아주는 제품이라 평생 쓰게쑵미다",1.0,322,0.7204968944099379,0.041916167664670656,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.11,4점,"복합성, 웜톤, 잡티, 미백",,"❣️20일 사용후기


보습효과도 있고
미백효과도 있는거같아요~

​드라마틱한 효과는아니지만
피부가 밝아졌어요~

​사용방법 : 물처럼 흐르는 제형이라
피부나 손등에 조금씩 올려 발라주세요
얼굴에 바르면 바로 주르륵~ 흘러내리니
조금씩 여러번 사용을 권해드려요 ~

​

저는 조금씩 3-4번 반복해서 발라줬어요!",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"❣️20일 사용후기


보습효과도 있고
미백효과도 있는거같아요~

​드라마틱한 효과는아니지만
피부가 밝아졌어요~

​사용방법 : 물처럼 흐르는 제형이라
피부나 손등에 조금씩 올려 발라주세요
얼굴에 바르면 바로 주르륵~ 흘러내리니
조금씩 여러번 사용을 권해드려요 ~

​

저는 조금씩 3-4번 반복해서 발라줬어요!",20일 사용후기 보습효과도 있고 미백효과도 있는거같아요 드라마틱한 효과는아니지만 피부가 밝아졌어요 사용방법 물처럼 흐르는 제형이라 피부나 손등에 조금씩 올려 발라주세요 얼굴에 바르면 바로 주르륵 흘러내리니 조금씩 여러번 사용을 권해드려요 저는 조금씩 3-4번 반복해서 발라줬어요!,1.0,156,0.7564102564102564,0.06547619047619048,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.08,3점,"복합성, 웜톤, 각질, 트러블",,첨엔 너무 주르륵흐르는 물제형이라 광고에 속았다싶어서 돈아까웠는데 쓰다보니 걍 익숙해짐.. 겨울이라 적어도 두번은 레이어드해서 쓰다보니 금방 다 쓸거같음. 그리고 순하다는 리뷰가 좀 보이는데 면역력 약해져서 피부염처럼 살짝 빨간거 올라왔을때 생각없이 발랐는데 따가웠음 마냥 순한게 아닌거같아서 민감성들은 유의해야할듯 재구매의사는 이거보다 더 좋은 세럼이 있을거같ㅇ..,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,첨엔 너무 주르륵흐르는 물제형이라 광고에 속았다싶어서 돈아까웠는데 쓰다보니 걍 익숙해짐.. 겨울이라 적어도 두번은 레이어드해서 쓰다보니 금방 다 쓸거같음. 그리고 순하다는 리뷰가 좀 보이는데 면역력 약해져서 피부염처럼 살짝 빨간거 올라왔을때 생각없이 발랐는데 따가웠음 마냥 순한게 아닌거같아서 민감성들은 유의해야할듯 재구매의사는 이거보다 더 좋은 세럼이 있을거같ㅇ..,첨엔 너무 주르륵흐르는 물제형이라 광고에 속았다싶어서 돈아까웠는데 쓰다보니 걍 익숙해짐. 겨울이라 적어도 두번은 레이어드해서 쓰다보니 금방 다 쓸거같음. 그리고 순하다는 리뷰가 좀 보이는데 면역력 약해져서 피부염처럼 살짝 빨간거 올라왔을때 생각없이 발랐는데 따가웠음 마냥 순한게 아닌거같아서 민감성들은 유의해야할듯 재구매의사는 이거보다 더 좋은 세럼이 있을거같.,1.0,202,0.7772277227722773,0.02926829268292683,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.19,4점,"복합성, 쿨톤, 잡티, 민감성",한달이상사용,"아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL, 잘 사용하고 있어요 ~
피부 속부터 차오르는 광채 플럼핑 세럼.
PDRN +히알루론산 +콜라겐
속수분 보충부터 건강한 광채까지.
초저분자 스마트 캡슐.
성분 흡수를 넘어 생성 증가로 보여주는 효과.
3초 수분 플럼핑.
피부 속 콜라겐 증가.
촉촉하고 얼굴에서 광이나네요~",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL, 잘 사용하고 있어요 ~
피부 속부터 차오르는 광채 플럼핑 세럼.
PDRN +히알루론산 +콜라겐
속수분 보충부터 건강한 광채까지.
초저분자 스마트 캡슐.
성분 흡수를 넘어 생성 증가로 보여주는 효과.
3초 수분 플럼핑.
피부 속 콜라겐 증가.
촉촉하고 얼굴에서 광이나네요~","아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL, 잘 사용하고 있어요 피부 속부터 차오르는 광채 플럼핑 세럼. PDRN 히알루론산 콜라겐 속수분 보충부터 건강한 광채까지. 초저분자 스마트 캡슐. 성분 흡수를 넘어 생성 증가로 보여주는 효과. 3초 수분 플럼핑. 피부 속 콜라겐 증가. 촉촉하고 얼굴에서 광이나네요",1.0,177,0.655367231638418,0.06043956043956044,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.11,3점,"복합성, 웜톤, 잡티, 블랙헤드",,"복합성인데 여름쯤에 구매했는데 그때 쓸땐 좀 무겁다고 생각듦 sns에 홍보 엄청 많이 하던데 거기선 수분감이 터진다고 했지만 개인적으로 유분+수분 느낌이었음
지금 다시 리필 뜯어서 사용중인데 건조한 계절에 복합성이 쓰기엔 무난하고 괜찮은듯
개인적으로 이 가격이면 좀더 저렴한 비슷한 제품써도 무방하다고 봄 재구매는 안할듯",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"복합성인데 여름쯤에 구매했는데 그때 쓸땐 좀 무겁다고 생각듦 sns에 홍보 엄청 많이 하던데 거기선 수분감이 터진다고 했지만 개인적으로 유분+수분 느낌이었음
지금 다시 리필 뜯어서 사용중인데 건조한 계절에 복합성이 쓰기엔 무난하고 괜찮은듯
개인적으로 이 가격이면 좀더 저렴한 비슷한 제품써도 무방하다고 봄 재구매는 안할듯",복합성인데 여름쯤에 구매했는데 그때 쓸땐 좀 무겁다고 생각듦 sns에 홍보 엄청 많이 하던데 거기선 수분감이 터진다고 했지만 개인적으로 유분수분 느낌이었음 지금 다시 리필 뜯어서 사용중인데 건조한 계절에 복합성이 쓰기엔 무난하고 괜찮은듯 개인적으로 이 가격이면 좀더 저렴한 비슷한 제품써도 무방하다고 봄 재구매는 안할듯,1.0,178,0.7528089887640449,0.00558659217877095,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.01,3점,,한달이상사용,"엄청 묽은 제형에 비해 마무리감은 무거움
한 번에 속건조가 해결되는 것도 아닌데
그렇다고 덧바르기엔 유분이 겉돌아서 부담스러움 ..

피디알엔 히알루론산 세럼인데
정작 피디알엔은 개미똥만큼 들어있고
히알루론 세럼은 이미 훨씬 좋은 게 널렷는디
이 세럼의 추구미가 대체 먼지 모르겟슨",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"엄청 묽은 제형에 비해 마무리감은 무거움
한 번에 속건조가 해결되는 것도 아닌데
그렇다고 덧바르기엔 유분이 겉돌아서 부담스러움 ..

피디알엔 히알루론산 세럼인데
정작 피디알엔은 개미똥만큼 들어있고
히알루론 세럼은 이미 훨씬 좋은 게 널렷는디
이 세럼의 추구미가 대체 먼지 모르겟슨",엄청 묽은 제형에 비해 마무리감은 무거움 한 번에 속건조가 해결되는 것도 아닌데 그렇다고 덧바르기엔 유분이 겉돌아서 부담스러움 . 피디알엔 히알루론산 세럼인데 정작 피디알엔은 개미똥만큼 들어있고 히알루론 세럼은 이미 훨씬 좋은 게 널렷는디 이 세럼의 추구미가 대체 먼지 모르겟슨,1.0,155,0.7548387096774194,0.01282051282051282,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.25,5점,,,드디어 유명한 아누아 pdrn 제품을 구매했네요 타사 제품pdrn제품은 묵직하고 끈적했는데 아누아 제품은 제형이 가벼워서 흡수력이 빨라서 좋은거 같아요 꾸준히 써보고 효과가 좋으면 좋겠어요~ 아 배송이 엄청 빨라 좋아요,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,드디어 유명한 아누아 pdrn 제품을 구매했네요 타사 제품pdrn제품은 묵직하고 끈적했는데 아누아 제품은 제형이 가벼워서 흡수력이 빨라서 좋은거 같아요 꾸준히 써보고 효과가 좋으면 좋겠어요~ 아 배송이 엄청 빨라 좋아요,드디어 유명한 아누아 pdrn 제품을 구매했네요 타사 제품pdrn제품은 묵직하고 끈적했는데 아누아 제품은 제형이 가벼워서 흡수력이 빨라서 좋은거 같아요 꾸준히 써보고 효과가 좋으면 좋겠어요 아 배송이 엄청 빨라 좋아요,1.0,121,0.7107438016528925,0.00819672131147541,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.25,5점,,,"좋아요ㅎㅎ 제가 극건성인데 수분감이 느껴져서 좋은 것 같애여
화잘먹템",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"좋아요ㅎㅎ 제가 극건성인데 수분감이 느껴져서 좋은 것 같애여
화잘먹템",좋아요 제가 극건성인데 수분감이 느껴져서 좋은 것 같애여 화잘먹템,1.0,36,0.7777777777777778,0.05263157894736842,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2025.12.05,5점,"복합성, 쿨톤, 잡티, 각질",,속건조가 심한 저로서는 꾸준히 사용하고 있는 세럼입니다! 레이어링해서 발라주면 아주 쫀득쫀득한 피부 완성입니다,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,속건조가 심한 저로서는 꾸준히 사용하고 있는 세럼입니다! 레이어링해서 발라주면 아주 쫀득쫀득한 피부 완성입니다,속건조가 심한 저로서는 꾸준히 사용하고 있는 세럼입니다! 레이어링해서 발라주면 아주 쫀득쫀득한 피부 완성입니다,1.0,61,0.7868852459016393,0.01639344262295082,Very High,"emoji_removed,repeat_normalized,typo_corrected"
2026.01.08,5점,,한달이상사용,"한달 후기 입니다
피부 타입은 수부지입니다

일단 제형감은 물처럼 흐르는 재형이여서 펴 바를때 부드럽게 펴발려요 그때문에 단점은 너무 금방 써버린다는 점 이랄까..

한달 됬는데
벌써 다 써가요 리필 까지 ㅋㅋ 완전 화잘먹 템! 수분 충전도 되고 저처럼 수부지는 추천 드려요!

리필팩 보관해 놨는데 좀 새어가지고 아까웠어요 ㅠㅠ
가격대가 싸지 않은데 ..ㅠ
화장하기 전에 쓰거나 나이트 루틴에 써줬어요! Pdrn 효과는 모르고 수분 충전은 조금 효과를 봐서 재구매 의사는 70%정도..?
일단 가격대가 pdrn 치곤 싼거 같은데 한달안에 다 사용하면 좀..부담 스러워서요..",아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL 기획 (+30mL 리필팩),세럼,27500,"한달 후기 입니다
피부 타입은 수부지입니다

일단 제형감은 물처럼 흐르는 재형이여서 펴 바를때 부드럽게 펴발려요 그때문에 단점은 너무 금방 써버린다는 점 이랄까..

한달 됬는데
벌써 다 써가요 리필 까지 ㅋㅋ 완전 화잘먹 템! 수분 충전도 되고 저처럼 수부지는 추천 드려요!

리필팩 보관해 놨는데 좀 새어가지고 아까웠어요 ㅠㅠ
가격대가 싸지 않은데 ..ㅠ
화장하기 전에 쓰거나 나이트 루틴에 써줬어요! Pdrn 효과는 모르고 수분 충전은 조금 효과를 봐서 재구매 의사는 70%정도..?
일단 가격대가 pdrn 치곤 싼거 같은데 한달안에 다 사용하면 좀..부담 스러워서요..",한달 후기 입니다 피부 타입은 수부지입니다 일단 제형감은 물처럼 흐르는 재형이여서 펴 바를때 부드럽게 펴발려요 그때문에 단점은 너무 금방 써버린다는 점 이랄까. 한달 됬는데 벌써 다 써가요 리필 까지 완전 화잘먹 템! 수분 충전도 되고 저처럼 수부지는 추천 드려요! 리필팩 보관해 놨는데 좀 새어가지고 아까웠어요 가격대가 싸지 않은데 . 화장하기 전에 쓰거나 나이트 루틴에 써줬어요! Pdrn 효과는 모르고 수분 충전은 조금 효과를 봐서 재구매 의사는 70정도 일단 가격대가 pdrn 치곤 싼거 같은데 한달안에 다 사용하면 좀.부담 스러워서요.,1.0,304,0.694078947368421,0.06269592476489028,Very High,"emoji_removed,repeat_normalized,typo_corrected"
